"hgnc"	"model_organism"	"line"	"sex"	"change_percentage"	"p_value"	"sample"	"age_of_control_min"	"age_of_control_mean"	"age_of_control_max"	"age_of_experiment_min"	"age_of_experiment_mean"	"age_of_experiment_max"	"age_unit"	"change_type"	"control_cohort_size"	"experiment_cohort_size"	"statistical_method"	"expression_evaluation_by"	"measurement_method"	"comment"	"doi"	"pmid"
"CEP350"	"human"	"n/a"	"male"	"54.4904%"	"0,0104"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"increased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"CAPZA2"	"human"	"n/a"	"male"	"19.51%"	"0,0104"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"increased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"CAPZA2"	"human"	"n/a"	"male"	"17.1008%"	"0,0019"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"increased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"CBFA2T2"	"human"	"n/a"	"male"	"27.6373%"	"0,0281"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"increased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"CD59"	"human"	"n/a"	"male"	"24.0944%"	"0,0019"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"increased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"CD80"	"human"	"n/a"	"male"	"-24.713%"	"0,003"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"decreased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"CDC16"	"human"	"n/a"	"male"	"14.5341%"	"0,0019"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"increased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"CDC42EP3"	"human"	"n/a"	"male"	"53.8915%"	"0,0047"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"increased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"CDH13"	"human"	"n/a"	"male"	"32.5237%"	"0,0011"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"increased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"CDHR2"	"human"	"n/a"	"male"	"-24.7268%"	"0,003"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"decreased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"CDK2"	"human"	"n/a"	"male"	"-26.6947%"	"0,003"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"decreased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"CDKN1A"	"human"	"n/a"	"male"	"186.641%"	"0,0207"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"increased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray, qPCR"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"CDKN2C"	"human"	"n/a"	"male"	"-45.6341%"	"0,007"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"decreased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"CEACAM4"	"human"	"n/a"	"male"	"-38.7403%"	"0,00062"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"decreased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"CEBPB"	"human"	"n/a"	"male"	"25.4304%"	"0,0104"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"increased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"CENPO"	"human"	"n/a"	"male"	"-17.0%"	"0,003"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"decreased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"SAMM50"	"human"	"n/a"	"male"	"-18.0%"	"0,003"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"decreased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"CHRNA1"	"human"	"n/a"	"male"	"78.2408%"	"0,003"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"increased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"CIRBP"	"human"	"n/a"	"male"	"36.8868%"	"0,0104"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"increased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"CITED4"	"human"	"n/a"	"male"	"-24.3539%"	"0,0104"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"decreased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"CKLF"	"human"	"n/a"	"male"	"69.4746%"	"0,00031"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"increased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"CMTM7"	"human"	"n/a"	"male"	"-18.3253%"	"0,0019"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"decreased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"CLIP1"	"human"	"n/a"	"male"	"20.8524%"	"0,0207"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"increased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"CLSTN1"	"human"	"n/a"	"male"	"31.6444%"	"0,0019"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"increased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"KIF1B"	"human"	"n/a"	"male"	"-23.0%"	"0,0104"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"decreased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"COL4A3"	"human"	"n/a"	"male"	"41.7953%"	"0,0148"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"increased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"CERT1"	"human"	"n/a"	"male"	"17.3827%"	"0,0104"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"increased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"COL4A5"	"human"	"n/a"	"male"	"34.4622%"	"0,00016"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"increased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"COMT"	"human"	"n/a"	"male"	"17.6235%"	"0,0104"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"increased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"COX7C"	"human"	"n/a"	"male"	"-22.011%"	"0,0104"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"decreased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"CRADD"	"human"	"n/a"	"male"	"-16.3612%"	"0,007"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"decreased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"CREB1"	"human"	"n/a"	"male"	"-22.0016%"	"0,003"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"decreased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"CREBBP"	"human"	"n/a"	"male"	"36.6243%"	"0,0019"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"increased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"C1QL1"	"human"	"n/a"	"male"	"-23.8635%"	"0,0104"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"decreased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"CRIM1"	"human"	"n/a"	"male"	"79.0819%"	"0,0047"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"increased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray, qPCR"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"CRIM1"	"human"	"n/a"	"male"	"69.9113%"	"0,00016"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"increased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"DPYSL5"	"human"	"n/a"	"male"	"-25.7964%"	"0,0019"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"decreased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"CSPP1"	"human"	"n/a"	"male"	"47.0%"	"0,00062"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"increased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"SLC44A2"	"human"	"n/a"	"male"	"61.3581%"	"0,007"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"increased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"SLC44A2"	"human"	"n/a"	"male"	"24.9707%"	"0,0148"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"increased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"CTNNBIP1"	"human"	"n/a"	"male"	"-24.9669%"	"0,0019"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"decreased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"CYC1"	"human"	"n/a"	"male"	"-14.5206%"	"0,0104"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"decreased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"CYP2A6"	"human"	"n/a"	"male"	"-24.0287%"	"0,0011"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"decreased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"CYP4X1"	"human"	"n/a"	"male"	"82.7144%"	"0,00016"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"increased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"DAAM2"	"human"	"n/a"	"male"	"-43.2461%"	"0,0019"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"decreased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"DDIT3"	"human"	"n/a"	"male"	"-20.3453%"	"0,003"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"decreased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"DDX24"	"human"	"n/a"	"male"	"13.915%"	"0,0104"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"increased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"DHX9"	"human"	"n/a"	"male"	"24.2646%"	"0,0104"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"increased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"DERL1"	"human"	"n/a"	"male"	"44.0%"	"0,0047"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"increased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"DGKA"	"human"	"n/a"	"male"	"-20.1816%"	"0,007"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"decreased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"DIS3"	"human"	"n/a"	"male"	"15.397%"	"0,003"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"increased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"STARD13"	"human"	"n/a"	"male"	"-16.5167%"	"0,0019"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"decreased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"DLEU1"	"human"	"n/a"	"male"	"-22.4159%"	"0,0047"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"decreased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"DMD"	"human"	"n/a"	"male"	"30.915%"	"0,007"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"increased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"DTNBP1"	"human"	"n/a"	"male"	"-23.0062%"	"0,0011"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"decreased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"DUSP13"	"human"	"n/a"	"male"	"-18.033%"	"0,003"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"decreased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"DUT"	"human"	"n/a"	"male"	"16.8936%"	"0,007"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"increased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"DYNC1H1"	"human"	"n/a"	"male"	"20.1381%"	"0,0104"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"increased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"DYRK1A"	"human"	"n/a"	"male"	"18.7992%"	"0,00031"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"increased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"FAM162A"	"human"	"n/a"	"male"	"-22.0%"	"0,007"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"decreased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"ECHDC2"	"human"	"n/a"	"male"	"18.583%"	"0,0047"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"increased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"ECPAS"	"human"	"n/a"	"male"	"36.0%"	"0,0104"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"increased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"ECSIT"	"human"	"n/a"	"male"	"-25.0542%"	"0,0148"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"decreased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"EEF2K"	"human"	"n/a"	"male"	"-14.7451%"	"0,007"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"decreased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"EFCAB7"	"human"	"n/a"	"male"	"90.0%"	"0,0047"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"increased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"EFEMP2"	"human"	"n/a"	"male"	"-23.9745%"	"0,0011"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"decreased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"EFTUD2"	"human"	"n/a"	"male"	"18.6271%"	"0,0011"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"increased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"EGLN1"	"human"	"n/a"	"male"	"27.5198%"	"0,0047"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"increased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"EHD3"	"human"	"n/a"	"male"	"-46.5516%"	"0,00062"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"decreased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"EHMT1"	"human"	"n/a"	"male"	"25.9862%"	"0,00031"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"increased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"EIF4H"	"human"	"n/a"	"male"	"19.7476%"	"0,00016"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"increased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"ELL2"	"human"	"n/a"	"male"	"51.6395%"	"0,00031"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"increased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"EML4"	"human"	"n/a"	"male"	"-23.1781%"	"0,0207"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"decreased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"EPC1"	"human"	"n/a"	"male"	"27.1478%"	"0,003"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"increased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"ERGIC3"	"human"	"n/a"	"male"	"-17.0355%"	"0,0011"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"decreased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"ERP27"	"human"	"n/a"	"male"	"-20.0%"	"0,003"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"decreased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"EWSR1"	"human"	"n/a"	"male"	"21.2739%"	"0,0047"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"increased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"TMEM185A"	"human"	"n/a"	"male"	"-22.4131%"	"0,007"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"decreased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"FAM210A"	"human"	"n/a"	"male"	"-26.0%"	"0,007"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"decreased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"FANCC"	"human"	"n/a"	"male"	"-18.9991%"	"0,0047"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"decreased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
