"hgnc"	"comment"	"doi"	"pmid"	"intervention"	"model_organism"	"line"	"intervention_deteriorates"	"intervention_improves"	"intervention_result"	"process"	"age"	"genotype"	"sex"

With aging, urinary protein excretion was dramatically increased at 24 mo in untreated aging control rats and creatinine clearance at 24 mo was decreased. Pioglitazone (Pio) significantly decreased proteinuria and improved Ccr (0.83 ± 0.16 ml/min, P < 0.05 versus Control). At 24 mo, glomerulosclerosis, tubular atrophy, and interstitial fibrosis were present in all rats. Rats receiving the PPARγ agonist showed significant amelioration of the development of glomerulosclerosis compared with control. With aging, there were more senescent cells in the kidney, as visualized by senescence-associated β-galactosidase staining. Pioglitazone improved this aging-related phenotype. The activation of PPARγ decreased urinary isoprostane excretion, a marker for systemic lipid oxidation. Kidney immunostaining for 4-hydroxy-2-nonenal, another oxidative lipid marker, was also decreased in pioglitazone versus control. Renal superoxide dismutase protein was increased by pioglitazone. The NADH oxidases, NOX2 and NOX4, were reduced 40  and 21% ,  respectively, by pioglitazone.

Measurements were performed at the age of 24 months. A trend to decrease mitochondrial DNA deletion was shown in rats treated with PPAR-gamma agonist pioglitazone. Pioglitazone significantly increased mitochondrial inner membrane integrity in kidneys.

Measurements were performed at the age of 24 months. PPAR-gamma agonist pioglitazone improved triglycerides and cholesterol, especially LDL serum level in aging rats (24 months)."	"10.1681/ASN.2008111138"	"n/a"	"treatment with the protein agonist"	"rat"	"Sprague Dawley"	""	"oxidation/antioxidant function"	"n/a"	"oxidation/antioxidant function"	"18 months"	"n/a"	"male"
"PPARG"	"PPAR-gamma agonist pioglitazone protected against renal injury in aging; it reduced proteinuria, improved GFR, decreased sclerosis, and alleviated cell senescence.

With aging, urinary protein excretion was dramatically increased at 24 mo in untreated aging control rats and creatinine clearance at 24 mo was decreased. Pioglitazone (Pio) significantly decreased proteinuria and improved Ccr (0.83 ± 0.16 ml/min, P < 0.05 versus Control). At 24 mo, glomerulosclerosis, tubular atrophy, and interstitial fibrosis were present in all rats. Rats receiving the PPARγ agonist showed significant amelioration of the development of glomerulosclerosis compared with control. With aging, there were more senescent cells in the kidney, as visualized by senescence-associated β-galactosidase staining. Pioglitazone improved this aging-related phenotype. The activation of PPARγ decreased urinary isoprostane excretion, a marker for systemic lipid oxidation. Kidney immunostaining for 4-hydroxy-2-nonenal, another oxidative lipid marker, was also decreased in pioglitazone versus control. Renal superoxide dismutase protein was increased by pioglitazone. The NADH oxidases, NOX2 and NOX4, were reduced 40  and 21% ,  respectively, by pioglitazone.

Measurements were performed at the age of 24 months. A trend to decrease mitochondrial DNA deletion was shown in rats treated with PPAR-gamma agonist pioglitazone. Pioglitazone significantly increased mitochondrial inner membrane integrity in kidneys.

Measurements were performed at the age of 24 months. PPAR-gamma agonist pioglitazone improved triglycerides and cholesterol, especially LDL serum level in aging rats (24 months)."	"10.1681/ASN.2008111138"	"n/a"	"treatment with the protein agonist"	"rat"	"Sprague Dawley"	""	"mitochondrial function"	"n/a"	"mitochondrial function"	"18 months"	"n/a"	"male"
"PPARG"	"Researchers studied the effect of targeted PPARγ knockout in bone marrow mesenchymal stem/progenitor cell (BMSC).

No significant differences in bone mineral density (BMD) and bone mineral content (BMC) were detected between cKO and controls in old (21 months) mice, except in the tibiae of female cKO mice, which showed a significant BMD increase (p = .0387).

In old tibiae, PPARγ cKO significantly increased trabecular thickness (Tb.Th) (p = .0072) in female mice, but not in male cKO mice. Interestingly, in old mice, PPARγ cKO significantly increased tibia Cortical Thickness, total cross-sectional tissue area, and total cross-sectional bone area in both male and female cKO mice. "	"10.1093/gerona/glaa049"	"n/a"	"tissue-specific gene knockout"	"mouse"	"C57BL/6 x CD1"	""	"bone"	"n/a"	"bone"	"0 days"	"n/a"	"all"
"EPS8"	"Knockout mice for Eps8, a regulator of actin dynamics, display reduced body weight, partial resistance to age- or diet-induced obesity, and overall improved metabolic status. Eps8 knockout mice show increased lifespan. The metabolic alterations in Eps8 knockout mice correlated with a significant reduction in intestinal fat absorption presumably caused by a 25% reduction in intestinal microvilli length. Knockout mice for Eps8, a regulator of actin dynamics, display reduced body weight, partial resistance to age- or diet-induced obesity, and overall improved metabolic status. Eps8 knockout mice show increased lifespan. The metabolic alterations in Eps8 knockout mice correlated with a significant reduction in intestinal fat absorption presumably caused by a 25% reduction in intestinal microvilli length."	"10.1371/journal.pone.0009468"	"n/a"	"gene knockout"	"mouse"	"C57BL/6"	""	"body composition"	"n/a"	"body composition"	"0 days"	"-/-"	"all"
"EPS8"	"Knockout mice for Eps8, a regulator of actin dynamics, display reduced body weight, partial resistance to age- or diet-induced obesity, and overall improved metabolic status. Eps8 knockout mice show increased lifespan. The metabolic alterations in Eps8 knockout mice correlated with a significant reduction in intestinal fat absorption presumably caused by a 25% reduction in intestinal microvilli length. Knockout mice for Eps8, a regulator of actin dynamics, display reduced body weight, partial resistance to age- or diet-induced obesity, and overall improved metabolic status. Eps8 knockout mice show increased lifespan. The metabolic alterations in Eps8 knockout mice correlated with a significant reduction in intestinal fat absorption presumably caused by a 25% reduction in intestinal microvilli length."	"10.1371/journal.pone.0009468"	"n/a"	"gene knockout"	"mouse"	"C57BL/6"	""	"metabolism"	"n/a"	"metabolism"	"0 days"	"-/-"	"all"
"EPS8"	"Knockout mice for Eps8, a regulator of actin dynamics, display reduced body weight, partial resistance to age- or diet-induced obesity, and overall improved metabolic status. Eps8 knockout mice show increased lifespan. The metabolic alterations in Eps8 knockout mice correlated with a significant reduction in intestinal fat absorption presumably caused by a 25% reduction in intestinal microvilli length. Knockout mice for Eps8, a regulator of actin dynamics, display reduced body weight, partial resistance to age- or diet-induced obesity, and overall improved metabolic status. Eps8 knockout mice show increased lifespan. The metabolic alterations in Eps8 knockout mice correlated with a significant reduction in intestinal fat absorption presumably caused by a 25% reduction in intestinal microvilli length."	"10.1371/journal.pone.0009468"	"n/a"	"gene knockout"	"mouse"	"C57BL/6"	""	"lipid metabolism"	"n/a"	"lipid metabolism"	"0 days"	"-/-"	"all"
"EPS8"	"Knockout mice for Eps8, a regulator of actin dynamics, display reduced body weight, partial resistance to age- or diet-induced obesity, and overall improved metabolic status. Eps8 knockout mice show increased lifespan. The metabolic alterations in Eps8 knockout mice correlated with a significant reduction in intestinal fat absorption presumably caused by a 25% reduction in intestinal microvilli length. Knockout mice for Eps8, a regulator of actin dynamics, display reduced body weight, partial resistance to age- or diet-induced obesity, and overall improved metabolic status. Eps8 knockout mice show increased lifespan. The metabolic alterations in Eps8 knockout mice correlated with a significant reduction in intestinal fat absorption presumably caused by a 25% reduction in intestinal microvilli length."	"10.1371/journal.pone.0009468"	"n/a"	"gene knockout"	"mouse"	"C57BL/6"	""	"insulin sensitivity"	"n/a"	"insulin sensitivity"	"0 days"	"-/-"	"all"
"EPS8"	"Knockout mice for Eps8, a regulator of actin dynamics, display reduced body weight, partial resistance to age- or diet-induced obesity, and overall improved metabolic status. Eps8 knockout mice show increased lifespan. The metabolic alterations in Eps8 knockout mice correlated with a significant reduction in intestinal fat absorption presumably caused by a 25% reduction in intestinal microvilli length. Knockout mice for Eps8, a regulator of actin dynamics, display reduced body weight, partial resistance to age- or diet-induced obesity, and overall improved metabolic status. Eps8 knockout mice show increased lifespan. The metabolic alterations in Eps8 knockout mice correlated with a significant reduction in intestinal fat absorption presumably caused by a 25% reduction in intestinal microvilli length."	"10.1371/journal.pone.0009468"	"n/a"	"gene knockout"	"mouse"	"C57BL/6"	""	"glucose metabolism"	"n/a"	"glucose metabolism"	"0 days"	"-/-"	"all"
"PPARG"	"One-month oral administration of pioglitazone (20 mg·kg·d) ameliorated the production of reactive oxygen species, promoted endothelial nitric oxide synthase phosphorylation and increased the nitric oxide available, thus improving endothelium-dependent relaxation in aging rat cerebral arteries. One-month pioglitazone administration also restored PPAR-γ expression and increased the levels of UCP2 in aging rat cerebral arteries. This effect was antagonised by PPAR-γ or UCP2 inhibitors."	"10.1097/FJC.0000000000000143"	"n/a"	"treatment with the protein agonist"	"rat"	"Sprague Dawley"	""	"oxidation/antioxidant function"	"n/a"	"oxidation/antioxidant function"	"24 months"	"n/a"	"male"
"PPARG"	"Long-term treatment of mice at 14 months of age with low doses (1 mg/kg/day) of the PPARγ ligand rosiglitazone (Rosi) improved mitochondrial functionality. 

After 6 mo of Rosi treatment (at the age of 20 months) researchers compared muscle fiber size and number and mitochondrial morphology of muscle obtained from control and treated mice. SDH staining revealed increased oxidative fibers and electron microscopy analysis showed elevation in mitochondrial density in muscle of Rosi‐treated mice. Long-term treatment of mice at 14 months of age with low doses (1 mg/kg/day) of the PPARγ ligand rosiglitazone (Rosi) decreased inflammation and reduced tissue atrophy. 

After 6 months of Rosi treatment (at the age of 20 months)  immuno‐histochemical analysis revealed diminished fibrosis and decreased macrophage infiltration in the Rosi‐treated group. Furthermore, treated mice showed decreased hepatic inflammation and diminished islet degeneration.   Long-term treatment of mice at 14 months of age with low doses (1 mg/kg/day) of the PPARγ ligand rosiglitazone (Rosi) improved cognitive function, as shown by experiments in the T‐maze, and in the water maze.  Mice were treated at 14 months of age with low doses (1 mg/kg/day) of the PPARγ ligand rosiglitazone (Rosi) 

Researchers monitored weight and body mass over time and analyzed fat tissue characteristics of control and treated mice at the end of 6 months of treatment to determine whether chronic exposure to Rosi in 14‐month‐old mice would affect these age‐associated metabolic changes.

Control mice displayed progressive loss of body weight and fat mass. In contrast, mice treated with Rosi remained stable throughout the treatment period. The absence of loss of adipose tissue in Rosi‐treated mice was reflected in the increased weight of fat depots, which was accompanied with increased adipocyte size. In addition, Rosi‐treated mice showed increased weight in tissues such as liver, muscle, and pancreas and triglycerides accumulation in liver. Analysis of energy expenditure in control and treated mice revealed reduced oxygen consumption and locomotor activity in Rosi‐treated mice, with no changes in food intake.  Mice  treated at 14 months of age with low doses (1 mg/kg/day) of the PPARγ ligand rosiglitazone (Rosi) showed increased longevity with increased anti‐tumorigenic properties. Analysis of 50 pathology reports of mice in the longevity cohort determined by necropsy at the time of death revealed a trend in delayed development of spontaneous tumors, in Rosi‐treated mice."	"10.1111/acel.13267"	"n/a"	"treatment with the protein agonist"	"mouse"	"C57BL/6J"	""	"cognitive function"	"n/a"	"cognitive function"	"14 months"	"n/a"	"male"
